province;red;green;blue;x;x
932;215;98;71;Province0932;x
933;120;55;78;Province0933;x
934;159;84;46;Province0934;x
935;165;22;89;Province0935;x
936;114;74;32;Province0936;x
937;212;206;43;Province0937;x
938;79;29;53;Province0938;x
939;93;172;62;Province0939;x
940;240;95;77;Province0940;x
941;194;166;126;Province0941;x
942;126;32;45;Province0942;x
943;206;42;95;Province0943;x
944;254;87;97;Province0944;x
945;210;32;50;Province0945;x
946;254;19;3;Province0946;x
947;75;129;81;Province0947;x
948;180;224;76;Province0948;x
949;252;158;42;Province0949;x
950;96;7;41;Province0950;x
951;162;240;111;Province0951;x
952;214;250;65;Province0952;x
953;228;105;9;Province0953;x
954;109;232;38;Province0954;x
955;181;57;116;Province0955;x
956;212;99;48;Province0956;x
957;198;87;120;Province0957;x
958;213;166;9;Province0958;x
959;186;72;51;Province0959;x
960;168;45;90;Province0960;x
961;80;44;10;Province0961;x
962;206;135;125;Province0962;x
963;140;252;37;Province0963;x
964;198;126;81;Province0964;x
965;117;30;57;Province0965;x
966;166;73;107;Province0966;x
967;197;125;51;Province0967;x
968;187;130;124;Province0968;x
969;178;120;105;Province0969;x
970;211;169;110;Province0970;x
971;161;22;81;Province0971;x
972;109;75;56;Province0972;x
973;173;245;21;Province0973;x
974;187;161;47;Province0974;x
975;155;161;126;Province0975;x
976;102;6;86;Province0976;x
977;229;19;96;Province0977;x
978;142;146;28;Province0978;x
979;69;41;56;Province0979;x
980;244;89;13;Province0980;x
981;124;159;55;Province0981;x
982;209;193;95;Province0982;x
983;253;148;92;Province0983;x
984;192;3;24;Province0984;x
985;146;121;69;Province0985;x
986;151;45;110;Province0986;x
987;243;55;59;Province0987;x
988;154;9;23;Province0988;x
989;182;152;103;Province0989;x
990;147;189;20;Province0990;x
991;179;100;93;Province0991;x
992;92;174;41;Province0992;x
993;95;151;68;Province0993;x
994;65;4;107;Province0994;x
995;248;42;26;Province0995;x
996;210;77;8;Province0996;x
997;178;4;94;Province0997;x
998;238;112;85;Province0998;x
999;84;30;85;Province0999;x
1000;87;205;11;Province1000;x
1001;142;56;86;Province1001;x
1002;199;208;32;Province1002;x
1003;124;41;7;Province1003;x
1004;210;12;51;Province1004;x
1005;187;177;9;Province1005;x
1006;98;70;91;Province1006;x
1007;184;51;71;Province1007;x
1008;151;184;66;Province1008;x
1009;169;119;121;Province1009;x
1010;140;130;110;Province1010;x
1011;139;238;89;Province1011;x
1012;211;169;33;Province1012;x
1013;69;160;76;Province1013;x
1014;139;23;12;Province1014;x
1015;208;238;4;Province1015;x
1016;237;92;56;Province1016;x
1017;228;192;30;Province1017;x
1018;184;5;56;Province1018;x
1019;239;218;23;Province1019;x
1020;197;133;121;Province1020;x
1021;211;179;68;Province1021;x
1022;252;106;52;Province1022;x
1023;119;200;85;Province1023;x
1024;165;43;13;Province1024;x
1025;197;49;96;Province1025;x
1026;115;37;111;Province1026;x
1027;69;118;57;Province1027;x
1028;218;92;91;Province1028;x
1029;249;118;50;Province1029;x
1030;77;182;37;Province1030;x
1031;160;127;51;Province1031;x
1032;190;14;36;Province1032;x
1033;134;85;103;Province1033;x
1034;104;90;91;Province1034;x
1035;139;178;81;Province1035;x
1036;184;226;101;Province1036;x
1037;77;48;120;Province1037;x
1038;83;102;8;Province1038;x
1039;210;50;11;Province1039;x
1040;125;194;38;Province1040;x
1041;104;153;56;Province1041;x
1042;240;86;72;Province1042;x
1043;111;15;20;Province1043;x
1044;105;22;73;Province1044;x
1045;212;149;10;Province1045;x
1046;194;198;54;Province1046;x
1047;244;14;107;Province1047;x
1048;133;77;102;Province1048;x
1049;213;250;2;Province1049;x
1050;98;154;49;Province1050;x
1051;249;97;45;Province1051;x
1052;249;253;112;Province1052;x
1053;152;227;95;Province1053;x
1054;79;28;47;Province1054;x
1055;250;41;94;Province1055;x
1056;184;82;68;Province1056;x
1057;83;186;11;Province1057;x
1058;160;127;107;Province1058;x
1059;187;22;60;Province1059;x
1060;169;238;61;Province1060;x
1061;149;49;39;Province1061;x
1062;252;138;75;Province1062;x
1063;157;157;103;Province1063;x
1064;224;139;39;Province1064;x
1065;161;30;121;Province1065;x
1066;238;101;12;Province1066;x
1067;192;239;9;Province1067;x
1068;214;137;58;Province1068;x
1069;141;54;5;Province1069;x
1070;120;140;106;Province1070;x
1071;130;25;79;Province1071;x
1072;98;179;114;Province1072;x
1073;136;146;98;Province1073;x
1074;77;250;94;Province1074;x
1075;137;192;12;Province1075;x
1076;145;248;13;Province1076;x
1077;208;233;69;Province1077;x
1078;96;24;18;Province1078;x
1079;160;84;108;Province1079;x
1080;195;140;80;Province1080;x
1081;224;183;15;Province1081;x
1082;72;217;101;Province1082;x
1083;104;151;37;Province1083;x
1084;112;55;30;Province1084;x
1085;232;167;42;Province1085;x
1086;175;194;107;Province1086;x
1087;175;59;59;Province1087;x
1088;228;220;108;Province1088;x
1089;129;21;46;Province1089;x
1090;76;211;110;Province1090;x
1091;243;92;101;Province1091;x
1092;237;85;44;Province1092;x
1093;145;194;106;Province1093;x
1094;72;123;101;Province1094;x
1095;72;184;80;Province1095;x
1096;103;152;70;Province1096;x
1097;170;149;39;Province1097;x
1098;98;199;124;Province1098;x
1099;245;213;103;Province1099;x
1100;131;19;116;Province1100;x
1101;89;177;82;Province1101;x
1102;130;160;29;Province1102;x
1103;224;90;51;Province1103;x
1104;182;131;101;Province1104;x
1105;71;5;114;Province1105;x
1106;183;200;91;Province1106;x
1107;187;148;116;Province1107;x
1108;247;61;80;Province1108;x
1109;229;71;85;Province1109;x
1110;143;148;14;Province1110;x
1111;236;90;89;Province1111;x
1112;200;254;101;Province1112;x
1113;177;38;122;Province1113;x
1114;107;236;70;Province1114;x
1115;141;66;53;Province1115;x
1116;152;158;79;Province1116;x
1117;210;148;66;Province1117;x
1118;186;25;126;Province1118;x
1119;243;179;34;Province1119;x
1120;182;222;98;Province1120;x
1121;133;31;37;Province1121;x
1122;126;30;69;Province1122;x
1123;186;61;84;Province1123;x
1124;156;132;99;Province1124;x
1125;234;106;54;Province1125;x
1126;117;13;93;Province1126;x
1127;125;78;72;Province1127;x
1128;221;111;114;Province1128;x
1129;249;90;67;Province1129;x
1130;231;179;117;Province1130;x
1131;251;162;39;Province1131;x
1132;104;25;93;Province1132;x
1133;161;160;39;Province1133;x
1134;218;83;63;Province1134;x
1135;69;119;105;Province1135;x
1136;69;3;125;Province1136;x
1137;119;17;88;Province1137;x
1138;213;181;3;Province1138;x
1139;177;18;118;Province1139;x
1140;146;21;19;Province1140;x
1141;72;141;118;Province1141;x
1142;113;4;126;Province1142;x
1143;251;24;73;Province1143;x
1144;97;183;91;Province1144;x
1145;200;27;32;Province1145;x
1146;191;6;95;Province1146;x
1147;89;202;74;Province1147;x
1148;95;142;64;Province1148;x
1149;139;97;39;Province1149;x
1150;75;49;101;Province1150;x
1151;103;115;77;Province1151;x
1152;71;82;73;Province1152;x
1153;227;200;15;Province1153;x
1154;174;235;60;Province1154;x
1155;224;8;122;Province1155;x
1156;143;231;32;Province1156;x
1157;240;62;75;Province1157;x
1158;208;215;36;Province1158;x
1159;190;103;1;Province1159;x
1160;80;77;107;Province1160;x
1161;102;204;122;Province1161;x
1162;114;155;121;Province1162;x
1163;213;169;61;Province1163;x
1164;226;26;25;Province1164;x
1165;181;73;41;Province1165;x
1166;188;200;62;Province1166;x
1167;186;83;94;Province1167;x
1168;165;137;17;Province1168;x
1169;94;142;94;Province1169;x
1170;99;200;121;Province1170;x
1171;127;143;52;Province1171;x
1172;153;238;74;Province1172;x
1173;252;29;84;Province1173;x
1174;140;164;105;Province1174;x
1175;91;69;4;Province1175;x
1176;189;56;72;Province1176;x
1177;131;96;41;Province1177;x
1178;117;95;41;Province1178;x
1179;107;47;90;Province1179;x
1180;168;217;123;Province1180;x
1181;207;62;126;Province1181;x
1182;242;60;85;Province1182;x
1183;183;6;45;Province1183;x
1184;252;231;56;Province1184;x
1185;103;112;64;Province1185;x
1186;92;235;109;Province1186;x
1187;245;99;49;Province1187;x
1188;129;127;10;Province1188;x
1189;157;133;9;Province1189;x
1190;109;223;16;Province1190;x
1191;230;22;118;Province1191;x
1192;216;212;109;Province1192;x
1193;117;123;8;Province1193;x
1194;114;81;46;Province1194;x
1195;100;95;59;Province1195;x
1196;151;42;26;Province1196;x
1197;197;167;64;Province1197;x
1198;69;130;55;Province1198;x
1199;92;200;123;Province1199;x
1200;72;229;2;Province1200;x
1201;202;134;44;Province1201;x
1202;106;206;51;Province1202;x
1203;188;82;106;Province1203;x
1204;223;175;88;Province1204;x
1205;240;80;47;Province1205;x
1206;97;168;114;Province1206;x
1207;206;3;7;Province1207;x
1208;206;236;100;Province1208;x
1209;225;51;87;Province1209;x
1210;125;124;112;Province1210;x
1211;153;47;80;Province1211;x
1212;187;139;93;Province1212;x
1213;251;96;18;Province1213;x
1214;152;150;52;Province1214;x
1215;146;76;57;Province1215;x
1216;121;21;116;Province1216;x
1217;211;121;91;Province1217;x
1218;225;195;68;Province1218;x
1219;251;139;111;Province1219;x
1220;205;49;69;Province1220;x
1221;145;92;35;Province1221;x
1222;94;52;87;Province1222;x
1223;206;64;18;Province1223;x
1224;151;170;3;Province1224;x
1225;175;202;18;Province1225;x
1226;228;107;84;Province1226;x
1227;190;164;74;Province1227;x
1228;120;208;49;Province1228;x
1229;205;31;22;Province1229;x
1230;115;140;122;Province1230;x
1231;234;127;2;Province1231;x
1232;202;137;25;Province1232;x
1233;150;235;102;Province1233;x
1234;160;73;114;Province1234;x
1235;140;235;63;Province1235;x
1236;223;36;40;Province1236;x
1237;225;61;36;Province1237;x
1238;184;239;107;Province1238;x
1239;200;186;48;Province1239;x
1240;159;233;101;Province1240;x
1241;181;22;119;Province1241;x
1242;245;174;114;Province1242;x
1243;160;178;26;Province1243;x
1244;221;243;58;Province1244;x
1245;82;210;79;Province1245;x
1246;89;20;41;Province1246;x
1247;89;119;95;Province1247;x
1248;126;102;100;Province1248;x
1249;121;37;124;Province1249;x
1250;164;30;11;Province1250;x
1251;66;205;32;Province1251;x
1252;146;96;22;Province1252;x
1253;200;151;121;Province1253;x
1254;205;195;45;Province1254;x
1255;228;158;91;Province1255;x
1256;227;87;109;Province1256;x
1257;232;220;40;Province1257;x
1258;223;229;107;Province1258;x
1259;124;87;70;Province1259;x
1260;112;53;67;Province1260;x
1261;114;106;47;Province1261;x
1262;77;228;53;Province1262;x
1263;137;254;17;Province1263;x
1264;165;250;120;Province1264;x
1265;222;149;120;Province1265;x
1266;188;163;121;Province1266;x
1267;80;214;31;Province1267;x
1268;63;188;107;Province1268;x
1269;227;186;21;Province1269;x
1270;215;1;120;Province1270;x
1271;161;72;8;Province1271;x
1272;92;241;125;Province1272;x
1273;130;213;100;Province1273;x
1274;73;215;6;Province1274;x
1275;68;125;83;Province1275;x
1276;154;233;26;Province1276;x
1277;242;140;7;Province1277;x
1278;68;138;83;Province1278;x
1279;240;60;24;Province1279;x
1280;189;6;13;Province1280;x
1281;200;169;20;Province1281;x
1282;77;4;41;Province1282;x
1283;248;71;19;Province1283;x
1284;134;200;44;Province1284;x
1285;250;223;18;Province1285;x
1286;152;123;126;Province1286;x
1287;174;8;85;Province1287;x
1288;232;97;56;Province1288;x
1289;181;184;93;Province1289;x
1290;200;9;116;Province1290;x
1291;119;28;0;Province1291;x
1292;203;132;23;Province1292;x
1293;149;202;51;Province1293;x
1294;71;40;46;Province1294;x
1295;242;5;72;Province1295;x
1296;95;129;50;Province1296;x
1297;98;113;115;Province1297;x
1298;122;166;78;Province1298;x
1299;212;79;69;Province1299;x
1300;251;131;109;Province1300;x
1301;216;157;48;Province1301;x
1302;111;71;101;Province1302;x
1303;108;90;44;Province1303;x
1304;64;168;123;Province1304;x
1305;140;209;54;Province1305;x
1306;133;107;106;Province1306;x
1307;107;25;23;Province1307;x
1308;65;88;31;Province1308;x
1309;123;185;44;Province1309;x
1310;145;152;30;Province1310;x
1311;142;70;25;Province1311;x
1312;83;148;59;Province1312;x
1313;71;144;85;Province1313;x
1314;154;106;123;Province1314;x
1315;171;222;24;Province1315;x
1316;196;141;18;Province1316;x
1317;110;20;43;Province1317;x
1318;199;163;79;Province1318;x
1319;127;239;121;Province1319;x
1320;173;174;100;Province1320;x
1321;153;183;4;Province1321;x
1322;63;134;78;Province1322;x
1323;110;108;23;Province1323;x
1324;198;148;75;Province1324;x
1325;140;127;69;Province1325;x
1326;139;124;48;Province1326;x
1327;150;25;4;Province1327;x
1328;94;22;2;Province1328;x
1329;222;6;20;Province1329;x
1330;144;41;34;Province1330;x
1331;98;119;97;Province1331;x
1332;197;79;22;Province1332;x
1333;91;58;20;Province1333;x
1334;240;139;13;Province1334;x
1335;70;28;85;Province1335;x
1336;192;31;8;Province1336;x
1337;152;133;14;Province1337;x
1338;205;179;63;Province1338;x
1339;151;2;105;Province1339;x
1340;79;252;10;Province1340;x
1341;165;83;82;Province1341;x
1342;204;180;52;Province1342;x
1343;176;238;32;Province1343;x
1344;64;48;76;Province1344;x
1345;195;70;77;Province1345;x
1346;112;7;77;Province1346;x
1347;179;131;50;Province1347;x
1348;250;152;47;Province1348;x
1349;251;235;120;Province1349;x
1350;200;116;51;Province1350;x
1351;94;45;75;Province1351;x
1352;150;37;57;Province1352;x
1353;89;43;5;Province1353;x
1354;174;223;56;Province1354;x
1355;102;225;119;Province1355;x
1356;84;208;103;Province1356;x
1357;210;109;8;Province1357;x
1358;248;188;13;Province1358;x
1359;171;100;67;Province1359;x
1360;113;145;29;Province1360;x
1361;135;35;98;Province1361;x
1362;207;4;92;Province1362;x
1363;72;170;92;Province1363;x
1364;213;61;123;Province1364;x
1365;93;35;28;Province1365;x
1366;89;174;99;Province1366;x
1367;212;21;5;Province1367;x
1368;155;134;3;Province1368;x
1369;159;81;125;Province1369;x
1370;215;84;12;Province1370;x
1371;96;19;71;Province1371;x
1372;72;118;85;Province1372;x
1373;71;233;52;Province1373;x
1374;164;119;21;Province1374;x
1375;73;49;107;Province1375;x
1376;195;197;18;Province1376;x
1377;235;253;20;Province1377;x
1378;83;96;108;Province1378;x
1379;149;168;105;Province1379;x
1380;214;41;123;Province1380;x
1381;126;217;117;Province1381;x
1382;200;244;110;Province1382;x
1383;154;2;25;Province1383;x
1384;80;134;47;Province1384;x
1385;135;69;96;Province1385;x
1386;152;10;114;Province1386;x
1387;179;196;120;Province1387;x
1388;140;90;15;Province1388;x
1389;166;22;56;Province1389;x
1390;146;223;63;Province1390;x
1391;243;192;39;Province1391;x
1392;75;26;49;Province1392;x
1393;133;222;121;Province1393;x
1394;183;66;66;Province1394;x
1395;214;35;64;Province1395;x
1396;100;105;37;Province1396;x
1397;109;46;68;Province1397;x
1398;238;163;43;Province1398;x
1399;239;80;72;Province1399;x
1400;97;53;4;Province1400;x
1401;233;130;27;Province1401;x
1402;193;9;119;Province1402;x
1403;85;52;81;Province1403;x
1404;193;134;0;Province1404;x
1405;137;186;98;Province1405;x
1406;245;36;73;Province1406;x
1407;149;222;72;Province1407;x
1408;108;162;86;Province1408;x
1409;153;193;30;Province1409;x
1410;208;38;101;Province1410;x
1411;210;4;71;Province1411;x
1412;154;178;65;Province1412;x
1413;181;38;98;Province1413;x
1414;138;21;47;Province1414;x
1415;78;93;79;Province1415;x
1416;236;141;4;Province1416;x
1417;120;66;73;Province1417;x
1418;207;75;124;Province1418;x
1419;177;215;27;Province1419;x
1420;146;117;81;Province1420;x
1421;85;198;114;Province1421;x
1422;217;168;49;Province1422;x
1423;231;19;21;Province1423;x
1424;234;211;116;Province1424;x
1425;87;205;104;Province1425;x
1426;253;152;60;Province1426;x
1427;124;209;56;Province1427;x
1428;94;224;94;Province1428;x
1429;176;178;51;Province1429;x
1430;160;173;54;Province1430;x
1431;195;191;42;Province1431;x
1432;230;231;117;Province1432;x
1433;225;158;34;Province1433;x
1434;102;173;21;Province1434;x
1435;203;70;28;Province1435;x
1436;94;153;106;Province1436;x
1437;143;253;24;Province1437;x
1438;125;117;54;Province1438;x
1439;99;18;68;Province1439;x
1440;158;60;9;Province1440;x
1441;210;204;52;Province1441;x
1442;95;189;89;Province1442;x
1443;161;137;101;Province1443;x
1444;99;235;14;Province1444;x
1445;89;85;84;Province1445;x
1446;168;9;107;Province1446;x
1447;151;94;117;Province1447;x
1448;107;82;97;Province1448;x
1449;236;206;89;Province1449;x
1450;215;100;120;Province1450;x
1451;178;100;96;Province1451;x
1452;163;41;33;Province1452;x
1453;191;8;13;Province1453;x
1454;94;139;32;Province1454;x
1455;93;219;119;Province1455;x
1456;240;205;93;Province1456;x
1457;225;122;53;Province1457;x
1458;188;23;69;Province1458;x
1459;104;123;57;Province1459;x
1460;126;219;55;Province1460;x
1461;79;9;94;Province1461;x
1462;109;215;92;Province1462;x
1463;153;227;54;Province1463;x
1464;105;56;88;Province1464;x
1465;84;232;69;Province1465;x
1466;95;126;83;Province1466;x
1467;232;79;26;Province1467;x
1468;122;143;90;Province1468;x
1469;207;123;41;Province1469;x
1470;253;166;19;Province1470;x
1471;146;232;126;Province1471;x
1472;123;72;125;Province1472;x
1473;240;39;5;Province1473;x
1474;233;27;123;Province1474;x
1475;101;166;38;Province1475;x
1476;96;44;56;Province1476;x
1477;89;198;114;Province1477;x
1478;66;224;92;Province1478;x
1479;123;29;69;Province1479;x
1480;188;228;52;Province1480;x
1481;232;183;118;Province1481;x
1482;196;236;41;Province1482;x
1483;89;136;81;Province1483;x
1484;220;44;96;Province1484;x
1485;192;81;25;Province1485;x
1486;190;222;35;Province1486;x
1487;85;15;30;Province1487;x
1488;171;52;122;Province1488;x
1489;249;34;2;Province1489;x
1490;219;21;106;Province1490;x
1491;71;23;74;Province1491;x
1492;96;51;25;Province1492;x
1493;143;78;83;Province1493;x
1494;161;175;2;Province1494;x
1495;150;173;34;Province1495;x
1496;229;98;30;Province1496;x
1497;223;43;26;Province1497;x
1498;235;153;19;Province1498;x
1499;206;231;46;Province1499;x
1500;63;190;31;Province1500;x
1501;146;83;12;Province1501;x
1502;149;191;123;Province1502;x
1503;118;115;25;Province1503;x
1504;74;2;90;Province1504;x
1505;124;125;86;Province1505;x
1506;196;204;33;Province1506;x
1507;137;193;11;Province1507;x
1508;118;251;13;Province1508;x
1509;80;147;75;Province1509;x
1510;225;104;27;Province1510;x
1511;122;173;101;Province1511;x
1512;170;44;18;Province1512;x
1513;187;201;71;Province1513;x
1514;254;252;20;Province1514;x
1515;228;196;21;Province1515;x
1516;236;10;25;Province1516;x
1517;205;243;2;Province1517;x
1518;204;63;74;Province1518;x
1519;254;40;66;Province1519;x
1520;76;184;101;Province1520;x
1521;211;165;80;Province1521;x
1522;219;111;123;Province1522;x
1523;68;104;98;Province1523;x
1524;187;25;6;Province1524;x
1525;154;98;32;Province1525;x
1526;86;67;67;Province1526;x
1527;168;164;27;Province1527;x
1528;89;65;37;Province1528;x
1529;212;193;31;Province1529;x
1530;86;197;77;Province1530;x
1531;68;232;84;Province1531;x
1532;248;61;77;Province1532;x
1533;239;24;17;Province1533;x
1534;199;33;42;Province1534;x
1535;115;233;75;Province1535;x
1536;132;192;22;Province1536;x
1537;128;57;92;Province1537;x
1538;163;83;3;Province1538;x
1539;141;244;38;Province1539;x
1540;220;241;25;Province1540;x
1541;104;178;77;Province1541;x
1542;201;59;94;Province1542;x
1543;87;99;66;Province1543;x
1544;244;7;77;Province1544;x
1545;186;1;80;Province1545;x
1546;184;8;63;Province1546;x
1547;230;195;47;Province1547;x
1548;180;135;73;Province1548;x
1549;198;84;78;Province1549;x
1550;179;64;104;Province1550;x
1551;164;124;37;Province1551;x
1552;150;73;96;Province1552;x
1553;105;201;96;Province1553;x
1554;99;240;77;Province1554;x
1555;231;223;118;Province1555;x
1556;84;12;111;Province1556;x
1557;251;43;87;Province1557;x
1558;219;88;70;Province1558;x
1559;163;73;45;Province1559;x
1560;250;141;96;Province1560;x
1561;195;225;109;Province1561;x
1562;71;113;109;Province1562;x
1563;135;86;112;Province1563;x
1564;195;106;44;Province1564;x
1565;111;26;44;Province1565;x
1566;235;74;66;Province1566;x
1567;68;38;19;Province1567;x
1568;87;193;37;Province1568;x
1569;126;215;42;Province1569;x
1570;170;180;14;Province1570;x
1571;136;13;52;Province1571;x
1572;154;196;18;Province1572;x
1573;104;89;91;Province1573;x
1574;187;40;85;Province1574;x
1575;202;88;9;Province1575;x
1576;159;167;34;Province1576;x
1577;229;236;48;Province1577;x
1578;90;8;21;Province1578;x
1579;116;108;94;Province1579;x
1580;93;74;91;Province1580;x
1581;244;83;123;Province1581;x
1582;67;83;116;Province1582;x
1583;209;211;83;Province1583;x
1584;173;245;3;Province1584;x
1585;80;172;60;Province1585;x
1586;238;12;36;Province1586;x
1587;242;179;25;Province1587;x
1588;151;16;53;Province1588;x
1589;137;19;59;Province1589;x
1590;77;230;35;Province1590;x
1591;142;189;74;Province1591;x
1592;91;92;10;Province1592;x
1593;66;35;2;Province1593;x
1594;189;244;61;Province1594;x
1595;74;141;59;Province1595;x
1596;193;174;45;Province1596;x
1597;162;246;101;Province1597;x
1598;86;231;78;Province1598;x
1599;121;82;4;Province1599;x
1600;212;56;61;Province1600;x
1601;220;132;67;Province1601;x
1602;193;73;96;Province1602;x
1603;152;194;79;Province1603;x
1604;200;164;100;Province1604;x
1605;122;150;8;Province1605;x
1606;228;195;35;Province1606;x
1607;231;46;61;Province1607;x
1608;238;53;6;Province1608;x
1609;193;94;121;Province1609;x
1610;87;214;97;Province1610;x
1611;65;46;27;Province1611;x
1612;151;194;54;Province1612;x
1613;242;3;3;Province1613;x
1614;109;243;16;Province1614;x
1615;96;56;7;Province1615;x
1616;167;42;23;Province1616;x
1617;120;128;84;Province1617;x
1618;237;199;63;Province1618;x
1619;163;64;63;Province1619;x
1620;174;39;56;Province1620;x
1621;252;203;4;Province1621;x
1622;100;216;111;Province1622;x
1623;94;168;119;Province1623;x
1624;187;222;10;Province1624;x
1625;214;70;36;Province1625;x
1626;128;25;116;Province1626;x
1627;240;174;81;Province1627;x
1628;241;136;22;Province1628;x
1629;169;113;108;Province1629;x
1630;176;31;79;Province1630;x
1631;89;224;59;Province1631;x
1632;209;157;58;Province1632;x
1633;66;244;85;Province1633;x
1634;77;215;97;Province1634;x
1635;123;57;68;Province1635;x
1636;109;207;89;Province1636;x
1637;154;61;105;Province1637;x
1638;65;71;124;Province1638;x
1639;242;24;118;Province1639;x
1640;145;170;18;Province1640;x
1641;220;75;49;Province1641;x
1642;245;218;117;Province1642;x
1643;228;138;49;Province1643;x
1644;207;77;107;Province1644;x
1645;81;150;114;Province1645;x
1646;112;17;39;Province1646;x
1647;254;18;37;Province1647;x
1648;128;17;15;Province1648;x
1649;166;128;67;Province1649;x
1650;224;248;122;Province1650;x
1651;176;160;41;Province1651;x
1652;245;4;28;Province1652;x
1653;125;75;68;Province1653;x
1654;167;253;111;Province1654;x
1655;167;89;22;Province1655;x
1656;145;96;113;Province1656;x
1657;216;64;120;Province1657;x
1658;193;215;106;Province1658;x
1659;167;81;95;Province1659;x
1660;182;207;62;Province1660;x
1661;232;120;65;Province1661;x
1662;248;23;112;Province1662;x
1663;129;192;111;Province1663;x
1664;123;62;40;Province1664;x
1665;169;122;7;Province1665;x
1666;89;220;119;Province1666;x
1667;230;189;8;Province1667;x
1668;218;108;100;Province1668;x
1669;252;251;18;Province1669;x
1670;178;169;102;Province1670;x
1671;228;28;55;Province1671;x
1672;194;241;23;Province1672;x
1673;205;249;101;Province1673;x
1674;196;225;100;Province1674;x
1675;217;226;1;Province1675;x
1676;143;159;18;Province1676;x
1677;227;144;49;Province1677;x
1678;121;187;60;Province1678;x
1679;217;116;98;Province1679;x
1680;195;74;25;Province1680;x
1681;82;44;54;Province1681;x
1682;87;174;29;Province1682;x
1683;170;143;104;Province1683;x
1684;179;3;31;Province1684;x
1685;221;17;115;Province1685;x
1686;91;76;94;Province1686;x
1687;118;44;70;Province1687;x
1688;126;130;26;Province1688;x
1689;66;132;41;Province1689;x
1690;170;94;104;Province1690;x
1691;193;102;112;Province1691;x
1692;86;60;115;Province1692;x
1693;237;128;8;Province1693;x
1694;251;193;95;Province1694;x
1695;105;207;37;Province1695;x
1696;146;8;101;Province1696;x
1697;144;97;105;Province1697;x
1698;179;40;98;Province1698;x
1699;127;190;78;Province1699;x
1700;112;155;12;Province1700;x
1701;88;193;41;Province1701;x
1702;181;253;14;Province1702;x
1703;163;149;101;Province1703;x
1704;208;71;70;Province1704;x
1705;83;106;107;Province1705;x
1706;134;73;102;Province1706;x
1707;170;135;89;Province1707;x
1708;82;104;48;Province1708;x
1709;249;56;92;Province1709;x
1710;174;12;67;Province1710;x
1711;131;182;5;Province1711;x
1712;100;215;87;Province1712;x
1713;254;194;108;Province1713;x
1714;100;234;63;Province1714;x
1715;152;129;0;Province1715;x
1716;113;97;20;Province1716;x
1717;192;167;24;Province1717;x
1718;153;88;91;Province1718;x
1719;161;48;123;Province1719;x
1720;110;193;99;Province1720;x
1721;113;137;48;Province1721;x
1722;155;79;21;Province1722;x
1723;246;110;88;Province1723;x
1724;98;49;124;Province1724;x
1725;136;14;117;Province1725;x
1726;122;233;61;Province1726;x
1727;161;149;123;Province1727;x
1728;95;156;109;Province1728;x
1729;108;134;18;Province1729;x
1730;251;168;52;Province1730;x
1731;141;14;61;Province1731;x
1732;213;210;116;Province1732;x
1733;115;95;33;Province1733;x
1734;161;10;70;Province1734;x
1735;98;2;104;Province1735;x
1736;156;211;4;Province1736;x
1737;179;251;61;Province1737;x
1738;134;92;87;Province1738;x
1739;135;2;120;Province1739;x
1740;71;59;83;Province1740;x
1741;81;70;71;Province1741;x
1742;112;80;48;Province1742;x
1743;194;75;66;Province1743;x
1744;200;77;54;Province1744;x
1745;123;244;90;Province1745;x
1746;64;143;80;Province1746;x
1747;122;3;46;Province1747;x
1748;204;178;122;Province1748;x
1749;245;93;6;Province1749;x
1750;153;16;117;Province1750;x
1751;127;13;30;Province1751;x
1752;176;46;17;Province1752;x
1753;83;146;65;Province1753;x
1754;93;72;9;Province1754;x
1755;212;225;68;Province1755;x
1756;145;188;59;Province1756;x
1757;80;139;99;Province1757;x
1758;190;123;53;Province1758;x
1759;183;50;32;Province1759;x
1760;82;155;60;Province1760;x
1761;198;49;70;Province1761;x
1762;90;130;103;Province1762;x
1763;216;89;68;Province1763;x
1764;156;115;12;Province1764;x
1765;76;104;15;Province1765;x
1766;126;32;42;Province1766;x
1767;121;251;91;Province1767;x
1768;69;145;85;Province1768;x
1769;254;91;111;Province1769;x
1770;99;249;88;Province1770;x
1771;87;164;39;Province1771;x
1772;193;182;67;Province1772;x
1773;183;216;26;Province1773;x
1774;194;119;18;Province1774;x
1775;147;205;67;Province1775;x
1776;253;59;98;Province1776;x
1777;219;228;111;Province1777;x
1778;224;149;70;Province1778;x
1779;194;82;80;Province1779;x
1780;178;153;64;Province1780;x
1781;68;79;77;Province1781;x
1782;235;179;93;Province1782;x
1783;218;39;84;Province1783;x
1784;253;111;74;Province1784;x
1785;75;187;92;Province1785;x
1786;126;162;0;Province1786;x
1787;166;219;104;Province1787;x
1788;77;228;109;Province1788;x
1789;214;85;123;Province1789;x
1790;93;18;46;Province1790;x
1791;80;147;95;Province1791;x
1792;80;52;84;Province1792;x
1793;130;43;85;Province1793;x
1794;112;94;27;Province1794;x
1795;247;232;16;Province1795;x
1796;92;157;81;Province1796;x
1797;63;78;32;Province1797;x
1798;94;64;77;Province1798;x
1799;171;135;109;Province1799;x
1800;198;99;106;Province1800;x
1801;138;163;83;Province1801;x
1802;128;119;17;Province1802;x
1803;172;81;117;Province1803;x
1804;156;232;78;Province1804;x
1805;207;159;19;Province1805;x
1806;235;184;91;Province1806;x
1807;150;93;72;Province1807;x
1808;162;225;96;Province1808;x
1809;214;90;118;Province1809;x
